dataset_source,dataset_version,concept_type,source_domain,external_skill_id,preferred_name,category,description,mapping_status
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|TNS Miriad,TNS Miriad,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|ToadSoft Toad,ToadSoft Toad,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|TopCAATs,TopCAATs,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|Transact-SQL,Transact-SQL,Data base user interface and query software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|TranspoLink BidLeads,TranspoLink BidLeads,Data base user interface and query software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Trapcode Particular,Trapcode Particular,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Travis,Travis,Program testing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.c|Trend Micro TippingPoint,Trend Micro TippingPoint,Network security and virtual private network VPN equipment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.e|TrendTracker Compliance Solution,TrendTracker Compliance Solution,Compliance software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Trimble Geomatics Office,Trimble Geomatics Office,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Trimble SketchUp Pro,Trimble SketchUp Pro,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Trimble Terramodel,Trimble Terramodel,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|Tropics workers' compensation software,Tropics workers' compensation software,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.l|Tumbleweed SecureTransport,Tumbleweed SecureTransport,Transaction server software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.16.d|Twitter,Twitter,Instant messaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Two-dimensional graphics software,Two-dimensional graphics software,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|TypeScript,TypeScript,Object or component oriented development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.a|UA Business Software Professional Edition,UA Business Software Professional Edition,Accounting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.13.c|Ubuntu,Ubuntu,Operating system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|UGS I-DEAS,UGS I-DEAS,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|UGS Solid Edge,UGS Solid Edge,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.g|Unified modeling language UML,Unified modeling language UML,Requirements analysis and system architecture software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|UNISTAT Statistical Package,UNISTAT Statistical Package,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Unit testing software,Unit testing software,Program testing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Unity Technologies Unity,Unity Technologies Unity,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.c|Universal Tax Systems TaxWise,Universal Tax Systems TaxWise,Tax preparation software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.13.c|UNIX,UNIX,Operating system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.13.c|UNIX Shell,UNIX Shell,Operating system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Unreal Technology Unreal Engine,Unreal Technology Unreal Engine,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Usability testing software,Usability testing software,Program testing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|User interface design software,User interface design software,Program testing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|UserZoom,UserZoom,Program testing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.c|Vantage MCIF,Vantage MCIF,Customer relationship management CRM software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|VantageMed ChartKeeper,VantageMed ChartKeeper,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|VCG Pointwing,VCG Pointwing,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|VectorDesigner,VectorDesigner,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.c|Vendor management system software,Vendor management system software,Customer relationship management CRM software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Verilog,Verilog,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.h|Verispan Patient Parameters,Verispan Patient Parameters,Information retrieval or search software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.15.f|Veritas NetBackup,Veritas NetBackup,Backup or archival software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.5.c|Version control software,Version control software,File versioning software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Very high-speed integrated circuit VHSIC hardware description language VHDL,Very high-speed integrated circuit VHSIC hardware description language VHDL,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Video analysis software,Video analysis software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.b|Virtual private networking VPN software,Virtual private networking VPN software,Network security or virtual private network VPN management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.c|Virtual private networking VPN software,Virtual private networking VPN software,Network security and virtual private network VPN equipment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.d|Virus scanning software,Virus scanning software,Transaction security and virus protection software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.a|Visible Razor,Visible Razor,Configuration management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|Visionary Medical Systems Visionary OFFICE PM,Visionary Medical Systems Visionary OFFICE PM,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.p|Visual Paradigm DB Visual ARCHITECT,Visual Paradigm DB Visual ARCHITECT,Process mapping and design software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.b|VMware,VMware,Clustering software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.10.a|VMWare ESX Server,VMWare ESX Server,Application server software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.15.d|Voice dictation software,Voice dictation software,Voice recognition software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.11.d|Voice over internet protocol VoIP system software,Voice over internet protocol VoIP system software,Internet protocol IP multimedia subsystem software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Vue.js,Vue.js,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.h|Walmart Retail Link,Walmart Retail Link,Information retrieval or search software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.d|Warehouse management system WMS,Warehouse management system WMS,Materials requirements planning logistics and supply chain software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.f|Warehouse management system WMS,Warehouse management system WMS,Inventory management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Web application software,Web application software,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.10.e|Web browser software,Web browser software,Internet browser software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.l|Web server software,Web server software,Transaction server software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Web service definition language WDSL,Web service definition language WDSL,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.c|WebFOCUS,WebFOCUS,Enterprise application integration software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.b|Websense Data Loss Prevention,Websense Data Loss Prevention,Network security or virtual private network VPN management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|Welford Chart Notes,Welford Chart Notes,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.c|WeVideo,WeVideo,Video creation and editing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.16.d|WhatsApp,WhatsApp,Instant messaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.12.h|Wide area network WAN software,Wide area network WAN software,WAN switching software and firmware,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.13.c|Win CE,Win CE,Operating system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|WinCross,WinCross,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.13.c|Wind River VxWorks,Wind River VxWorks,Operating system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Windward Technologies GRG2,Windward Technologies GRG2,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.5.c|WinMerge,WinMerge,File versioning software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|WinTR-55,WinTR-55,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.11.a|Wireshark,Wireshark,Network monitoring software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.i|WisdomForce DatabaseSync System,WisdomForce DatabaseSync System,Metadata management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.a|Wise Solutions Wise for Windows Installer,Wise Solutions Wise for Windows Installer,Configuration management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|WizSoft WizRule,WizSoft WizRule,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.g|WizSoft WizWhy,WizSoft WizWhy,Data mining software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Wolfram Research Mathematica,Wolfram Research Mathematica,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.g|WordPress,WordPress,Web page creation and editing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Workcell simulation software,Workcell simulation software,Analytical or scientific software,,pending
