career_name,onet_soc_code,onet_title,source_domain,concept_type,external_skill_id,technology_name,software_category_id,software_category_name,hot_technology,in_demand,score_eligible
Cyber Security Engineer,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.10.d|Oracle Unified Directory,Oracle Unified Directory,2.E.10.d,Internet directory services software,N,N,true
Cyber Security Architect,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.7.e|Perl,Perl,2.E.7.e,Object or component oriented development software,Y,N,true
Cyber Security Engineer,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.7.e|Perl,Perl,2.E.7.e,Object or component oriented development software,Y,N,true
Cyber Security Architect,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.7.h|PHP,PHP,2.E.7.h,Web platform development software,Y,N,true
Cyber Security Engineer,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.7.h|PHP,PHP,2.E.7.h,Web platform development software,Y,N,true
Cyber Security Architect,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.16.i|Platform as a service PaaS,Platform as a service PaaS,2.E.16.i,Cloud-based data access and sharing software,N,N,true
Cyber Security Engineer,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.16.i|Platform as a service PaaS,Platform as a service PaaS,2.E.16.i,Cloud-based data access and sharing software,N,N,true
Cyber Security Architect,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.7.a|Puppet,Puppet,2.E.7.a,Configuration management software,Y,N,true
Cyber Security Engineer,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.7.a|Puppet,Puppet,2.E.7.a,Configuration management software,Y,N,true
Cyber Security Architect,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.7.e|Python,Python,2.E.7.e,Object or component oriented development software,Y,Y,true
Cyber Security Engineer,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.7.e|Python,Python,2.E.7.e,Object or component oriented development software,Y,Y,true
Cyber Security Architect,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.7.e|R,R,2.E.7.e,Object or component oriented development software,Y,N,true
Cyber Security Engineer,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.7.e|R,R,2.E.7.e,Object or component oriented development software,Y,N,true
Cyber Security Architect,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.7.h|React,React,2.E.7.h,Web platform development software,Y,N,true
Cyber Security Engineer,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.7.h|React,React,2.E.7.h,Web platform development software,Y,N,true
Cyber Security Architect,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.13.c|Red Hat Enterprise Linux,Red Hat Enterprise Linux,2.E.13.c,Operating system software,Y,N,true
Cyber Security Engineer,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.13.c|Red Hat Enterprise Linux,Red Hat Enterprise Linux,2.E.13.c,Operating system software,Y,N,true
Cyber Security Architect,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.6.e|Reporting software,Reporting software,2.E.6.e,Data base reporting software,N,N,true
Cyber Security Engineer,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.6.e|Reporting software,Reporting software,2.E.6.e,Data base reporting software,N,N,true
Cyber Security Architect,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.7.h|RESTful API,RESTful API,2.E.7.h,Web platform development software,N,N,true
Cyber Security Engineer,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.7.h|RESTful API,RESTful API,2.E.7.h,Web platform development software,N,N,true
Cyber Security Architect,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.7.b|Ruby,Ruby,2.E.7.b,Development environment software,Y,N,true
Cyber Security Engineer,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.7.b|Ruby,Ruby,2.E.7.b,Development environment software,Y,N,true
Cyber Security Architect,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.7.h|Security assertion markup language SAML,Security assertion markup language SAML,2.E.7.h,Web platform development software,N,N,true
Cyber Security Engineer,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.7.h|Security assertion markup language SAML,Security assertion markup language SAML,2.E.7.h,Web platform development software,N,N,true
Cyber Security Architect,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.6.f|ServiceNow,ServiceNow,2.E.6.f,Data base user interface and query software,Y,N,true
Cyber Security Engineer,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.6.f|ServiceNow,ServiceNow,2.E.6.f,Data base user interface and query software,Y,N,true
Cyber Security Architect,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.13.c|Shell script,Shell script,2.E.13.c,Operating system software,Y,N,true
Cyber Security Engineer,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.13.c|Shell script,Shell script,2.E.13.c,Operating system software,Y,N,true
Cyber Security Architect,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.14.a|Single sign-on SSO,Single sign-on SSO,2.E.14.a,Authentication server software,N,Y,true
Cyber Security Engineer,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.14.a|Single sign-on SSO,Single sign-on SSO,2.E.14.a,Authentication server software,N,Y,true
Cyber Security Architect,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.11.a|Snort,Snort,2.E.11.a,Network monitoring software,N,N,true
Cyber Security Engineer,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.11.a|Snort,Snort,2.E.11.a,Network monitoring software,N,N,true
Cyber Security Architect,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.7.b|Software libraries,Software libraries,2.E.7.b,Development environment software,N,N,true
Cyber Security Engineer,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.7.b|Software libraries,Software libraries,2.E.7.b,Development environment software,N,N,true
Cyber Security Architect,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.17.a|Splunk Enterprise,Splunk Enterprise,2.E.17.a,Enterprise system management software,Y,Y,true
Cyber Security Engineer,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.17.a|Splunk Enterprise,Splunk Enterprise,2.E.17.a,Enterprise system management software,Y,Y,true
Cyber Security Architect,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.6.f|Structured query language SQL,Structured query language SQL,2.E.6.f,Data base user interface and query software,Y,N,true
Cyber Security Engineer,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.6.f|Structured query language SQL,Structured query language SQL,2.E.6.f,Data base user interface and query software,Y,N,true
Cyber Security Architect,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.17.a|Tanium software,Tanium software,2.E.17.a,Enterprise system management software,N,N,true
Cyber Security Engineer,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.17.a|Tanium software,Tanium software,2.E.17.a,Enterprise system management software,N,N,true
Cyber Security Architect,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.11.a|Tcpdump,Tcpdump,2.E.11.a,Network monitoring software,N,N,true
Cyber Security Engineer,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.11.a|Tcpdump,Tcpdump,2.E.11.a,Network monitoring software,N,N,true
Cyber Security Architect,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.14.d|Tenable Nessus,Tenable Nessus,2.E.14.d,Transaction security and virus protection software,N,N,true
Cyber Security Engineer,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.14.d|Tenable Nessus,Tenable Nessus,2.E.14.d,Transaction security and virus protection software,N,N,true
Cyber Security Architect,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.13.c|Ubuntu,Ubuntu,2.E.13.c,Operating system software,N,N,true
Cyber Security Engineer,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.13.c|Ubuntu,Ubuntu,2.E.13.c,Operating system software,N,N,true
Cyber Security Architect,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.13.c|UNIX,UNIX,2.E.13.c,Operating system software,Y,N,true
Cyber Security Engineer,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.13.c|UNIX,UNIX,2.E.13.c,Operating system software,Y,N,true
Cyber Security Architect,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.13.c|UNIX Shell,UNIX Shell,2.E.13.c,Operating system software,Y,N,true
Cyber Security Engineer,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.13.c|UNIX Shell,UNIX Shell,2.E.13.c,Operating system software,Y,N,true
Cyber Security Architect,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.7.b|Web application software,Web application software,2.E.7.b,Development environment software,N,N,true
Cyber Security Engineer,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.7.b|Web application software,Web application software,2.E.7.b,Development environment software,N,N,true
Cyber Security Architect,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.11.a|Wireshark,Wireshark,2.E.11.a,Network monitoring software,N,N,true
Cyber Security Engineer,15-1299.05,Information Security Engineers,onet_software_skills,technology,2.E.11.a|Wireshark,Wireshark,2.E.11.a,Network monitoring software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.4.d|3M Post-it App,3M Post-it App,2.E.4.d,Word processing software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.5.b|Adobe Acrobat,Adobe Acrobat,2.E.5.b,Document management software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.b|Adobe ActionScript,Adobe ActionScript,2.E.7.b,Development environment software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.b|Adobe AIR,Adobe AIR,2.E.7.b,Development environment software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.4.b|Adobe Creative Cloud software,Adobe Creative Cloud software,2.E.4.b,Graphics or photo imaging software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.4.g|Adobe Dreamweaver,Adobe Dreamweaver,2.E.4.g,Web page creation and editing software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.h|Adobe Flex,Adobe Flex,2.E.7.h,Web platform development software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.4.k|Adobe FrameMaker,Adobe FrameMaker,2.E.4.k,Desktop publishing software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.4.b|Adobe Photoshop,Adobe Photoshop,2.E.4.b,Graphics or photo imaging software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.e|Advanced business application programming ABAP,Advanced business application programming ABAP,2.E.7.e,Object or component oriented development software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.h|AJAX,AJAX,2.E.7.h,Web platform development software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.d|Altia Design,Altia Design,2.E.7.d,Graphical user interface development software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.6.d|Amazon DynamoDB,Amazon DynamoDB,2.E.6.d,Data base management system software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.6.f|Amazon Elastic Compute Cloud EC2,Amazon Elastic Compute Cloud EC2,2.E.6.f,Data base user interface and query software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.6.f|Amazon Redshift,Amazon Redshift,2.E.6.f,Data base user interface and query software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.12.f|Amazon Simple Storage Service S3,Amazon Simple Storage Service S3,2.E.12.f,Storage networking software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.11.e|Amazon Web Services AWS CloudFormation,Amazon Web Services AWS CloudFormation,2.E.11.e,Cloud-based management software,Y,Y,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.6.f|Amazon Web Services AWS software,Amazon Web Services AWS software,2.E.6.f,Data base user interface and query software,Y,Y,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.1.i|Ansible software,Ansible software,2.E.1.i,Expert system software,Y,Y,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.b|Aonix Software Through Pictures,Aonix Software Through Pictures,2.E.7.b,Development environment software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.1.o|Apache Airflow,Apache Airflow,2.E.1.o,Procedure management software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.b|Apache Ant,Apache Ant,2.E.7.b,Development environment software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.6.d|Apache Cassandra,Apache Cassandra,2.E.6.d,Data base management system software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.h|Apache Groovy,Apache Groovy,2.E.7.h,Web platform development software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.6.d|Apache Hadoop,Apache Hadoop,2.E.6.d,Data base management system software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.6.d|Apache Hive,Apache Hive,2.E.6.d,Data base management system software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.6.k|Apache HTTP Server,Apache HTTP Server,2.E.6.k,Portal server software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.b|Apache Kafka,Apache Kafka,2.E.7.b,Development environment software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.b|Apache Maven,Apache Maven,2.E.7.b,Development environment software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.6.d|Apache Pig,Apache Pig,2.E.6.d,Data base management system software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.6.d|Apache Solr,Apache Solr,2.E.6.d,Data base management system software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.6.m|Apache Spark,Apache Spark,2.E.6.m,Business intelligence and data analysis software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.h|Apache Struts,Apache Struts,2.E.7.h,Web platform development software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.5.c|Apache Subversion SVN,Apache Subversion SVN,2.E.5.c,File versioning software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.h|Apache Tomcat,Apache Tomcat,2.E.7.h,Web platform development software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.4.c|Apple Final Cut Pro,Apple Final Cut Pro,2.E.4.c,Video creation and editing software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.13.c|Apple macOS,Apple macOS,2.E.13.c,Operating system software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.c|Atlassian Bamboo,Atlassian Bamboo,2.E.7.c,Enterprise application integration software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.10.a|Atlassian Bitbucket,Atlassian Bitbucket,2.E.10.a,Application server software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.1.e|Atlassian Confluence,Atlassian Confluence,2.E.1.e,Project management software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.5.a|Atlassian JIRA,Atlassian JIRA,2.E.5.a,Content workflow software,Y,Y,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.9.c|Autodesk AutoCAD,Autodesk AutoCAD,2.E.9.c,Computer aided design CAD software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.9.c|Autodesk Revit,Autodesk Revit,2.E.9.c,Computer aided design CAD software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.h|Backbone.js,Backbone.js,2.E.7.h,Web platform development software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.1.e|Basecamp,Basecamp,2.E.1.e,Project management software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.13.c|Bash,Bash,2.E.13.c,Operating system software,Y,Y,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.6.l|BEA Tuxedo,BEA Tuxedo,2.E.6.l,Transaction server software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.9.c|Bentley MicroStation,Bentley MicroStation,2.E.9.c,Computer aided design CAD software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.16.d|Blink,Blink,2.E.16.d,Instant messaging software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.12.g|Border Gateway Protocol BGP,Border Gateway Protocol BGP,2.E.12.g,Switch or router software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.b|Borland VisiBroker,Borland VisiBroker,2.E.7.b,Development environment software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.h|BroadVision software,BroadVision software,2.E.7.h,Web platform development software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.b|C,C,2.E.7.b,Development environment software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.e|C#,C#,2.E.7.e,Object or component oriented development software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.e|C++,C++,2.E.7.e,Object or component oriented development software,Y,Y,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.h|Cascading style sheets CSS,Cascading style sheets CSS,2.E.7.h,Web platform development software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.a|Chef,Chef,2.E.7.a,Configuration management software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.13.c|Cisco IOS,Cisco IOS,2.E.13.c,Operating system software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.16.b|Cisco Webex,Cisco Webex,2.E.16.b,Video conferencing software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.12.a|Citrix cloud computing software,Citrix cloud computing software,2.E.12.a,Access software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.2.b|Clarity Systems IBM Clarity,Clarity Systems IBM Clarity,2.E.2.b,Enterprise resource planning ERP software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.b|Common business oriented language COBOL,Common business oriented language COBOL,2.E.7.b,Development environment software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.9.c|Computer aided design and drafting CADD software,Computer aided design and drafting CADD software,2.E.9.c,Computer aided design CAD software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.6.l|Customer information control system CICS,Customer information control system CICS,2.E.6.l,Transaction server software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.9.c|Dassault Systemes CATIA,Dassault Systemes CATIA,2.E.9.c,Computer aided design CAD software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.9.c|Dassault Systemes SolidWorks,Dassault Systemes SolidWorks,2.E.9.c,Computer aided design CAD software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.6.d|DBTools Software DBManager Professional,DBTools Software DBManager Professional,2.E.6.d,Data base management system software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.2.d|Delphi Technology,Delphi Technology,2.E.2.d,Financial analysis software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.h|Django,Django,2.E.7.h,Web platform development software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.10.a|Docker,Docker,2.E.10.a,Application server software,Y,Y,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.16.i|Dropbox,Dropbox,2.E.16.i,Cloud-based data access and sharing software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.h|Drupal,Drupal,2.E.7.h,Web platform development software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.h|Dynamic hypertext markup language DHTML,Dynamic hypertext markup language DHTML,2.E.7.h,Web platform development software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.b|Eclipse IDE,Eclipse IDE,2.E.7.b,Development environment software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.10.b|Eko,Eko,2.E.10.b,Desktop communications software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.6.d|Elasticsearch,Elasticsearch,2.E.6.d,Data base management system software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.h|Enterprise JavaBeans,Enterprise JavaBeans,2.E.7.h,Web platform development software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.9.i|Epic Systems,Epic Systems,2.E.9.i,Medical software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.8.h|ESRI ArcGIS software,ESRI ArcGIS software,2.E.8.h,Geographic information system,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.h|Ext JS,Ext JS,2.E.7.h,Web platform development software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.h|Extensible hypertext markup language XHTML,Extensible hypertext markup language XHTML,2.E.7.h,Web platform development software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.c|Extensible markup language XML,Extensible markup language XML,2.E.7.c,Enterprise application integration software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.6.f|FileMaker Pro,FileMaker Pro,2.E.6.f,Data base user interface and query software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.14.c|Firewall software,Firewall software,2.E.14.c,Network security and virtual private network VPN equipment software,N,Y,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.b|Formula translation/translator FORTRAN,Formula translation/translator FORTRAN,2.E.7.b,Development environment software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.8.h|Geographic information system GIS software,Geographic information system GIS software,2.E.8.h,Geographic information system,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.5.c|Git,Git,2.E.5.c,File versioning software,Y,Y,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.10.a|GitHub,GitHub,2.E.10.a,Application server software,Y,Y,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.10.a|GitLab,GitLab,2.E.10.a,Application server software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.b|Go,Go,2.E.7.b,Development environment software,Y,Y,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.1.l|Google Ads,Google Ads,2.E.1.l,Sales and marketing software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.6.g|Google Analytics,Google Analytics,2.E.6.g,Data mining software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.h|Google Angular,Google Angular,2.E.7.h,Web platform development software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.11.e|Google Cloud software,Google Cloud software,2.E.11.e,Cloud-based management software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.d|Grafana Labs Grafana Cloud,Grafana Labs Grafana Cloud,2.E.7.d,Graphical user interface development software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.h|Grails,Grails,2.E.7.h,Web platform development software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.6.f|GraphQL,GraphQL,2.E.6.f,Data base user interface and query software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.13.c|Hewlett Packard HP-UX,Hewlett Packard HP-UX,2.E.13.c,Operating system software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.f|Hewlett Packard LoadRunner,Hewlett Packard LoadRunner,2.E.7.f,Program testing software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.6.j|Hibernate ORM,Hibernate ORM,2.E.6.j,Object oriented data base management software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.1.c|Human resource management software HRMS,Human resource management software HRMS,2.E.1.c,Human resources software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.7.h|Hypertext markup language HTML,Hypertext markup language HTML,2.E.7.h,Web platform development software,Y,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.13.c|IBM AIX,IBM AIX,2.E.13.c,Operating system software,N,N,true
Cloud Engineer,15-1299.08,Computer Systems Engineers/Architects,onet_software_skills,technology,2.E.6.m|IBM Cognos Impromptu,IBM Cognos Impromptu,2.E.6.m,Business intelligence and data analysis software,N,N,true
