canonical_key,alias,source_name,source_version,source_external_id,alias_basis
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/049c8caf-dd12-45fc-9bfa-b64051f32a19,respond to changing healthcare situations,ESCO,1.2.1,http://data.europa.eu/esco/skill/049c8caf-dd12-45fc-9bfa-b64051f32a19,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/04f1b938-d4d4-4cb1-a863-982af76b9d93,SAS algorithm,ESCO,1.2.1,http://data.europa.eu/esco/skill/04f1b938-d4d4-4cb1-a863-982af76b9d93,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/04f1b938-d4d4-4cb1-a863-982af76b9d93,SAS algorithms,ESCO,1.2.1,http://data.europa.eu/esco/skill/04f1b938-d4d4-4cb1-a863-982af76b9d93,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/04f1b938-d4d4-4cb1-a863-982af76b9d93,SAS coding,ESCO,1.2.1,http://data.europa.eu/esco/skill/04f1b938-d4d4-4cb1-a863-982af76b9d93,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/04f1b938-d4d4-4cb1-a863-982af76b9d93,SAS principles for software development,ESCO,1.2.1,http://data.europa.eu/esco/skill/04f1b938-d4d4-4cb1-a863-982af76b9d93,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/04f1b938-d4d4-4cb1-a863-982af76b9d93,SAS programming language,ESCO,1.2.1,http://data.europa.eu/esco/skill/04f1b938-d4d4-4cb1-a863-982af76b9d93,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/04f1b938-d4d4-4cb1-a863-982af76b9d93,SAS techniques for software development,ESCO,1.2.1,http://data.europa.eu/esco/skill/04f1b938-d4d4-4cb1-a863-982af76b9d93,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/04f1b938-d4d4-4cb1-a863-982af76b9d93,SAS testing,ESCO,1.2.1,http://data.europa.eu/esco/skill/04f1b938-d4d4-4cb1-a863-982af76b9d93,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/04fe962b-4017-4eb7-9139-7d69b6922bc9,application-specific interface operating,ESCO,1.2.1,http://data.europa.eu/esco/skill/04fe962b-4017-4eb7-9139-7d69b6922bc9,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/04fe962b-4017-4eb7-9139-7d69b6922bc9,application-specific interface using,ESCO,1.2.1,http://data.europa.eu/esco/skill/04fe962b-4017-4eb7-9139-7d69b6922bc9,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/04fe962b-4017-4eb7-9139-7d69b6922bc9,operate an application-specific interface,ESCO,1.2.1,http://data.europa.eu/esco/skill/04fe962b-4017-4eb7-9139-7d69b6922bc9,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/04fe962b-4017-4eb7-9139-7d69b6922bc9,operate an interface specific to the application,ESCO,1.2.1,http://data.europa.eu/esco/skill/04fe962b-4017-4eb7-9139-7d69b6922bc9,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/04fe962b-4017-4eb7-9139-7d69b6922bc9,operating an application-specific interface,ESCO,1.2.1,http://data.europa.eu/esco/skill/04fe962b-4017-4eb7-9139-7d69b6922bc9,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/04fe962b-4017-4eb7-9139-7d69b6922bc9,operating an interface specific to the application,ESCO,1.2.1,http://data.europa.eu/esco/skill/04fe962b-4017-4eb7-9139-7d69b6922bc9,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/04fe962b-4017-4eb7-9139-7d69b6922bc9,use an interface specific to the application,ESCO,1.2.1,http://data.europa.eu/esco/skill/04fe962b-4017-4eb7-9139-7d69b6922bc9,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/04fe962b-4017-4eb7-9139-7d69b6922bc9,using an application-specific interface,ESCO,1.2.1,http://data.europa.eu/esco/skill/04fe962b-4017-4eb7-9139-7d69b6922bc9,esco_alternative_label
