source_key,dataset_source,dataset_version,concept_type,source_domain,external_skill_id,preferred_name,normalized_name,category,description,alt_labels
ESCO|esco_skills|http://data.europa.eu/esco/skill/722be5b6-9492-46da-aeef-ddd880fdceb1,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/722be5b6-9492-46da-aeef-ddd880fdceb1,electrical instrumentation engineering,electrical instrumentation engineering,sector-specific,"The way in which electrical and instrumentation engineering (E and I engineering) modernises the production infrastructure from design to preparation of execution phase and the execution phase itself followed by the after-sales services, improvements obtain by using the electrical and instrumentation engineering.","electrical instrumentation engineering types
E+I engineering
E and I engineering
E & I engineering
electrical and instrumentation engineering
types of electrical instrumentation engineering
typology of electrical instrumentation engineering"
ESCO|esco_skills|http://data.europa.eu/esco/skill/f0ab5d57-4be7-411b-afce-b4a76a142302,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/f0ab5d57-4be7-411b-afce-b4a76a142302,electrical machines,electrical machines,cross-sector,"Electrical apparatus that are able to convert mechanical energy to electrical energy (generators), electrical energy to mechanical energy (motors), and change the voltage level of an AC or alternating current (transformers).","motors
transformers
electric-generating machines
machines for electricity
generators
electrical apparatus"
ESCO|esco_skills|http://data.europa.eu/esco/skill/c8bd9f9f-0ec6-447a-ab78-ad6eeeed9aa8,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/c8bd9f9f-0ec6-447a-ab78-ad6eeeed9aa8,electrical testing methods,electrical testing methods,cross-sector,"Test procedures performed on electrical equipment and machinery in order to check the performance and quality of the electrical equipment and their adherence to specifications. During these tests electrical properties, such as voltage, current, resistance, capacitance, and inductance, are measured using electrical measuring equipment, such as multimeters, oscilloscopes, and voltmeters.","electrical testing method
electrical testing procedures
electrical testing procedure
methods for electrical testing
procedures for electrical testing
procedures used in electrical testing
electrical testing methods and circuit testing
methods used in electrical testing"
ESCO|esco_skills|http://data.europa.eu/esco/skill/ed291aa0-8b2f-4179-b2f7-540ea6f63bf3,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/ed291aa0-8b2f-4179-b2f7-540ea6f63bf3,electrical wiring diagrams,electrical wiring diagrams,cross-sector,"The visual schematic representation of an electrical circuit, its components, and the connections between these components.","wiring schematic
circuit schematic
schematic diagram of circuit
diagrams for electric circuits
wiring diagram
diagrams of electric wiring
wiring diagrams
electrical circuit wiring diagrams"
ESCO|esco_skills|http://data.europa.eu/esco/skill/d15e92c4-c8dc-48cd-a1f6-94fe13347f87,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/d15e92c4-c8dc-48cd-a1f6-94fe13347f87,electrical wiring plans,electrical wiring plans,cross-sector,"Pictorial representation of an electrical circuit. It shows the components of the circuit as simplified shapes, and the power and signal connections between the devices. It gives information about the relative position and arrangement of devices and terminals on the devices, to help in building or servicing the device. A wiring diagram is often used to troubleshoot problems and to make sure that all the connections have been made and that everything is present.","electrical wiring diagrams
an electrical wiring plan
electrical wiring schemes
electrical wiring blueprints
electrical wiring planning
electrical wiring plan
electrical wiring maps"
ESCO|esco_skills|http://data.europa.eu/esco/skill/c8ac1986-38fa-43b2-89dc-50a4beeb420e,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/c8ac1986-38fa-43b2-89dc-50a4beeb420e,electricity,electricity,cross-sector,"The principles of electricity and electrical power circuits, as well as the associated risks.","electricals
electrification
basic electricals
basic electrics
electrics
electricity basics"
ESCO|esco_skills|http://data.europa.eu/esco/skill/21c27eba-bd1f-42f5-a1d5-c250227030f7,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/21c27eba-bd1f-42f5-a1d5-c250227030f7,electricity consumption,electricity consumption,cross-sector,"The different factors which are involved in the calculation and estimation of electricity consumption in a residence or facility, and methods in which electricity consumption can be lowered or made more efficient.","efficient use of electricity
conservation of electricity
consumption of electricity
electricity conservation
consuming electricity
consuming of electricity
efficient electricity use"
ESCO|esco_skills|http://data.europa.eu/esco/skill/1fea0bc2-a6fa-4fe8-b36f-7a3194f8ed1c,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/1fea0bc2-a6fa-4fe8-b36f-7a3194f8ed1c,electricity principles,electricity principles,cross-sector,"Electricity is created when electric current flows along a conductor. It entails the movement of free electrons between atoms. The more free electrons are present in a material, the better this material conducts. The three main parameters of electricity are the voltage, current (ampère), and resistance (ohm).","electrical current
electric current
voltage
physics of electricity
science of electricity
theory of electricity
principles of electricity"
ESCO|esco_skills|http://data.europa.eu/esco/skill/c500f5d0-42d4-4341-904e-cd4ef2ff3181,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/c500f5d0-42d4-4341-904e-cd4ef2ff3181,electromagnetic spectrum,electromagnetic spectrum,cross-sector,"The different electromagnetic wavelenghts or frequencies that are situated on the electromagnetic spectrum. Wavelenghts are divided in several categories according to their wavelength and energy level, starting from radio wavelenghts with a long wavelength and a low energy level, to microwaves, infrared, visible light, ultraviolet, X-rays, and finally Gamma-rays with a short wavelength and a high energy level.","electromagnetic frequencies
electromagnetic wavelength
radio spectrum
electromagnetic levels
radio wavelength
radio frequencies"
ESCO|esco_skills|http://data.europa.eu/esco/skill/3edd4853-a8d2-4791-a5f0-af3a92f18245,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/3edd4853-a8d2-4791-a5f0-af3a92f18245,electromagnetism,electromagnetism,sector-specific,The study of electromagnetic forces and the interaction between electric and magnetic fields. The interaction between electrically charged particles can create magnetic fields with a certain range or frequency and electricity can be produced by the changing of these magnetic fields.,"gamma rays
electromagnetic radiation
electromagnetic waves
electromagnetic interaction
electrostatics"
ESCO|esco_skills|http://data.europa.eu/esco/skill/c3cad273-2cd4-4e4c-9d0a-4d7ed638fc36,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/c3cad273-2cd4-4e4c-9d0a-4d7ed638fc36,electromagnets,electromagnets,sector-specific,"Magnets in which magnetic fields are produced by electric current. By manipulating the electric current, the magnetic fields can be changed and manipulated as well, which allows more control than permanent non-electric magnets. Electromagnets are commonly used in electrical devices, such as loudspeakers, hard disks, MRI devices, and electric motors.","range of electro-magnets
types of electro-magnets
electro-magnets
range of electromagnets
properties of electro-magnets
types of electromagnets
can't identify a synonym
properties of electromagnets
typology of electromagnets
typology of electro-magnets"
ESCO|esco_skills|http://data.europa.eu/esco/skill/2bbdea06-a265-42b5-bb4f-7241b661f069,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/2bbdea06-a265-42b5-bb4f-7241b661f069,electromechanics,electromechanics,cross-sector,The engineering processes that combine electrical and mechanical engineering in the application of electromechanics in devices that need electricity to create mechanical movement or devices that create electricity by mechanical movement.,"electro-mechanics
electrical and mechanical engineering"
ESCO|esco_skills|http://data.europa.eu/esco/skill/95c35c3a-035f-47c2-90cf-7e934d20fc08,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/95c35c3a-035f-47c2-90cf-7e934d20fc08,electronics,electronics,cross-sector,"The functioning of electronic circuit boards, processors, chips, and computer hardware and software, including programming and applications.","electronic devices
electronic components
functioning of electronics
functions of electronic systems
electronic equipment
principles of electronic systems
electronic systems
aspects of electronics
characteristics of electronic systems
features of electronics
electronic apparatus
characteristics of electronic equipment"
ESCO|esco_skills|http://data.europa.eu/esco/skill/28cd3cc4-5b92-47e6-9534-a0e1a4981103,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/28cd3cc4-5b92-47e6-9534-a0e1a4981103,emergency surgery,emergency surgery,sector-specific,The characteristics and methods of a surgical intervention performed in emergency cases.,"emergency surgeries
emergency surgical intervention
surgical intervention in an emergency"
ESCO|esco_skills|http://data.europa.eu/esco/skill/f6ac6241-adb2-4ce2-b35f-09832cbb11ea,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/f6ac6241-adb2-4ce2-b35f-09832cbb11ea,empirical analysis,empirical analysis,cross-sector,The evidence-based method that is used to analyse and interpret information with the aim of drawing conclusions about a specific issue.,empirical data analysis
ESCO|esco_skills|http://data.europa.eu/esco/skill/97b713f0-b9e8-4903-8dee-7e0b4019a1c0,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/97b713f0-b9e8-4903-8dee-7e0b4019a1c0,employment law,employment law,cross-sector,The law which mediates the relationship between employees and employers. It concerns employees' rights at work which are binding by the work contract.,"employment regulation
employment laws
employment statute
employment rule
employment legislation"
ESCO|esco_skills|http://data.europa.eu/esco/skill/83fc0b2b-6cd2-46af-b1ff-d3fc83604c26,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/83fc0b2b-6cd2-46af-b1ff-d3fc83604c26,energy efficiency,energy efficiency,sector-specific,"Field of information concerning the reduction of the use of energy. It encompasses calculating the consumption of energy, providing certificates and support measures, saving energy by reducing the demand, encouraging efficient use of fossil fuels, and promoting the use of renewable energy.","conservation of energy
energy conservation
battery benchmarking
energy saving
science of energy efficiency
reduce use of energy
promote energy efficiency
efficient energy use"
ESCO|esco_skills|http://data.europa.eu/esco/skill/4e09e2d2-e317-47d2-bf5e-1d6c66be3efc,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/4e09e2d2-e317-47d2-bf5e-1d6c66be3efc,energy performance of buildings,energy performance of buildings,cross-sector,Factors that contribute to lower energy consumption of buildings. Building and renovation techniques used to achieve this. Legislation and procedures regarding energy performance of buildings.,"building techniques to save energy
energy performance factors
building's energy performance
building energy performance
building energy performance factors
energy saving building techniques"
O*NET Database|onet_knowledge|2.C.3.b,O*NET Database,31.0,knowledge,onet_knowledge,2.C.3.b,Engineering and Technology,engineering and technology,Knowledge,"Knowledge of the practical application of engineering science and technology. This includes applying principles, techniques, procedures, and equipment to the design and production of various goods and services.",
ESCO|esco_skills|http://data.europa.eu/esco/skill/3c42d13b-d6e4-4ed9-bdc4-991251461dc4,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/3c42d13b-d6e4-4ed9-bdc4-991251461dc4,engineering control theory,engineering control theory,sector-specific,The interdisciplinary branch of engineering that deals with the behaviour of dynamical systems with inputs and how their behaviour is modified by feedback.,control theory
ESCO|esco_skills|http://data.europa.eu/esco/skill/209a5498-3449-4689-8ed9-bd08cab4fd78,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/209a5498-3449-4689-8ed9-bd08cab4fd78,engineering principles,engineering principles,cross-sector,"The engineering elements like functionality, replicability, and costs in relation to the design and how they are applied in the completion of engineering projects.","engineering fieldwork principles
engineering work principles
engineering research principles
engineering principle
engineering analysis principles
engineering application principles
engineering studies principles"
