onet_soc_code,onet_title,gradnavi_careers,api_position,technology_title,percentage,hot_technology,in_demand,source_url
13-1071.00,Human Resources Specialists,Human Resources Adviser; Recruitment Consultant,1,Microsoft Office software,21,True,True,https://api-v2.onetcenter.org/online/occupations/13-1071.00/in_demand_skills?start=1&end=2000&sort=percentage
13-1071.00,Human Resources Specialists,Human Resources Adviser; Recruitment Consultant,2,Oracle HRIS,19,,True,https://api-v2.onetcenter.org/online/occupations/13-1071.00/in_demand_skills?start=1&end=2000&sort=percentage
13-1071.00,Human Resources Specialists,Human Resources Adviser; Recruitment Consultant,3,Microsoft Excel,17,True,True,https://api-v2.onetcenter.org/online/occupations/13-1071.00/in_demand_skills?start=1&end=2000&sort=percentage
13-1071.00,Human Resources Specialists,Human Resources Adviser; Recruitment Consultant,4,Applicant tracking software,15,,True,https://api-v2.onetcenter.org/online/occupations/13-1071.00/in_demand_skills?start=1&end=2000&sort=percentage
13-1071.00,Human Resources Specialists,Human Resources Adviser; Recruitment Consultant,5,Microsoft PowerPoint,11,True,True,https://api-v2.onetcenter.org/online/occupations/13-1071.00/in_demand_skills?start=1&end=2000&sort=percentage
13-1071.00,Human Resources Specialists,Human Resources Adviser; Recruitment Consultant,6,Microsoft Outlook,8,True,True,https://api-v2.onetcenter.org/online/occupations/13-1071.00/in_demand_skills?start=1&end=2000&sort=percentage
13-1071.00,Human Resources Specialists,Human Resources Adviser; Recruitment Consultant,7,Workday software,6,True,True,https://api-v2.onetcenter.org/online/occupations/13-1071.00/in_demand_skills?start=1&end=2000&sort=percentage
13-1075.00,Labor Relations Specialists,Workplace Relations Adviser,1,Microsoft Office software,23,True,True,https://api-v2.onetcenter.org/online/occupations/13-1075.00/in_demand_skills?start=1&end=2000&sort=percentage
13-1075.00,Labor Relations Specialists,Workplace Relations Adviser,2,Microsoft Excel,17,True,True,https://api-v2.onetcenter.org/online/occupations/13-1075.00/in_demand_skills?start=1&end=2000&sort=percentage
13-1075.00,Labor Relations Specialists,Workplace Relations Adviser,3,Oracle HRIS,15,,True,https://api-v2.onetcenter.org/online/occupations/13-1075.00/in_demand_skills?start=1&end=2000&sort=percentage
13-1075.00,Labor Relations Specialists,Workplace Relations Adviser,4,Microsoft PowerPoint,12,True,True,https://api-v2.onetcenter.org/online/occupations/13-1075.00/in_demand_skills?start=1&end=2000&sort=percentage
13-1075.00,Labor Relations Specialists,Workplace Relations Adviser,5,Microsoft Outlook,8,True,True,https://api-v2.onetcenter.org/online/occupations/13-1075.00/in_demand_skills?start=1&end=2000&sort=percentage
13-1075.00,Labor Relations Specialists,Workplace Relations Adviser,6,Workday software,6,True,True,https://api-v2.onetcenter.org/online/occupations/13-1075.00/in_demand_skills?start=1&end=2000&sort=percentage
13-1075.00,Labor Relations Specialists,Workplace Relations Adviser,7,ServiceNow,6,True,True,https://api-v2.onetcenter.org/online/occupations/13-1075.00/in_demand_skills?start=1&end=2000&sort=percentage
13-1081.02,Logistics Analysts,Supply Chain Analyst,1,Microsoft Excel,39,True,True,https://api-v2.onetcenter.org/online/occupations/13-1081.02/in_demand_skills?start=1&end=2000&sort=percentage
13-1081.02,Logistics Analysts,Supply Chain Analyst,2,Microsoft Office software,22,True,True,https://api-v2.onetcenter.org/online/occupations/13-1081.02/in_demand_skills?start=1&end=2000&sort=percentage
13-1081.02,Logistics Analysts,Supply Chain Analyst,3,SAP software,20,True,True,https://api-v2.onetcenter.org/online/occupations/13-1081.02/in_demand_skills?start=1&end=2000&sort=percentage
13-1081.02,Logistics Analysts,Supply Chain Analyst,4,Microsoft PowerPoint,15,True,True,https://api-v2.onetcenter.org/online/occupations/13-1081.02/in_demand_skills?start=1&end=2000&sort=percentage
13-1081.02,Logistics Analysts,Supply Chain Analyst,5,Microsoft Power BI,13,True,True,https://api-v2.onetcenter.org/online/occupations/13-1081.02/in_demand_skills?start=1&end=2000&sort=percentage
13-1081.02,Logistics Analysts,Supply Chain Analyst,6,Structured query language SQL,11,True,True,https://api-v2.onetcenter.org/online/occupations/13-1081.02/in_demand_skills?start=1&end=2000&sort=percentage
13-1081.02,Logistics Analysts,Supply Chain Analyst,7,Tableau,9,True,True,https://api-v2.onetcenter.org/online/occupations/13-1081.02/in_demand_skills?start=1&end=2000&sort=percentage
13-1081.02,Logistics Analysts,Supply Chain Analyst,8,Microsoft Outlook,7,True,True,https://api-v2.onetcenter.org/online/occupations/13-1081.02/in_demand_skills?start=1&end=2000&sort=percentage
13-1081.02,Logistics Analysts,Supply Chain Analyst,9,Microsoft Access,5,True,True,https://api-v2.onetcenter.org/online/occupations/13-1081.02/in_demand_skills?start=1&end=2000&sort=percentage
13-1081.02,Logistics Analysts,Supply Chain Analyst,10,Inventory management systems,5,,True,https://api-v2.onetcenter.org/online/occupations/13-1081.02/in_demand_skills?start=1&end=2000&sort=percentage
13-1111.00,Management Analysts,Management Consultant,1,Microsoft Excel,21,True,True,https://api-v2.onetcenter.org/online/occupations/13-1111.00/in_demand_skills?start=1&end=2000&sort=percentage
13-1111.00,Management Analysts,Management Consultant,2,Structured query language SQL,20,True,True,https://api-v2.onetcenter.org/online/occupations/13-1111.00/in_demand_skills?start=1&end=2000&sort=percentage
13-1111.00,Management Analysts,Management Consultant,3,Microsoft PowerPoint,14,True,True,https://api-v2.onetcenter.org/online/occupations/13-1111.00/in_demand_skills?start=1&end=2000&sort=percentage
13-1111.00,Management Analysts,Management Consultant,4,Microsoft Office software,14,True,True,https://api-v2.onetcenter.org/online/occupations/13-1111.00/in_demand_skills?start=1&end=2000&sort=percentage
13-1111.00,Management Analysts,Management Consultant,5,Microsoft Power BI,11,True,True,https://api-v2.onetcenter.org/online/occupations/13-1111.00/in_demand_skills?start=1&end=2000&sort=percentage
13-1111.00,Management Analysts,Management Consultant,6,Atlassian JIRA,10,True,True,https://api-v2.onetcenter.org/online/occupations/13-1111.00/in_demand_skills?start=1&end=2000&sort=percentage
13-1111.00,Management Analysts,Management Consultant,7,Tableau,9,True,True,https://api-v2.onetcenter.org/online/occupations/13-1111.00/in_demand_skills?start=1&end=2000&sort=percentage
13-1111.00,Management Analysts,Management Consultant,8,Microsoft Visio,8,True,True,https://api-v2.onetcenter.org/online/occupations/13-1111.00/in_demand_skills?start=1&end=2000&sort=percentage
13-1111.00,Management Analysts,Management Consultant,9,Salesforce software,6,True,True,https://api-v2.onetcenter.org/online/occupations/13-1111.00/in_demand_skills?start=1&end=2000&sort=percentage
13-1111.00,Management Analysts,Management Consultant,10,Python,5,True,True,https://api-v2.onetcenter.org/online/occupations/13-1111.00/in_demand_skills?start=1&end=2000&sort=percentage
13-1111.00,Management Analysts,Management Consultant,11,Microsoft SharePoint,4,True,True,https://api-v2.onetcenter.org/online/occupations/13-1111.00/in_demand_skills?start=1&end=2000&sort=percentage
13-1161.00,Market Research Analysts and Marketing Specialists,Content Creator (Marketing); Market Research Analyst; Marketing Specialist,1,Microsoft Excel,16,True,True,https://api-v2.onetcenter.org/online/occupations/13-1161.00/in_demand_skills?start=1&end=2000&sort=percentage
13-1161.00,Market Research Analysts and Marketing Specialists,Content Creator (Marketing); Market Research Analyst; Marketing Specialist,2,Microsoft Office software,14,True,True,https://api-v2.onetcenter.org/online/occupations/13-1161.00/in_demand_skills?start=1&end=2000&sort=percentage
13-1161.00,Market Research Analysts and Marketing Specialists,Content Creator (Marketing); Market Research Analyst; Marketing Specialist,3,Microsoft PowerPoint,13,True,True,https://api-v2.onetcenter.org/online/occupations/13-1161.00/in_demand_skills?start=1&end=2000&sort=percentage
13-1161.00,Market Research Analysts and Marketing Specialists,Content Creator (Marketing); Market Research Analyst; Marketing Specialist,4,Salesforce software,10,True,True,https://api-v2.onetcenter.org/online/occupations/13-1161.00/in_demand_skills?start=1&end=2000&sort=percentage
13-1161.00,Market Research Analysts and Marketing Specialists,Content Creator (Marketing); Market Research Analyst; Marketing Specialist,5,Google Analytics,7,True,True,https://api-v2.onetcenter.org/online/occupations/13-1161.00/in_demand_skills?start=1&end=2000&sort=percentage
