left_source,left_source_key,left_concept_type,left_external_id,left_name,right_source,right_source_key,right_concept_type,right_external_id,right_name,match_basis,name_similarity,description_overlap,ranking_score,review_status,review_reason
O*NET Database,O*NET Database|onet_transferable_skills|2.B.1.d,skill,2.B.1.d,Negotiation,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/234aeb8d-56c3-4531-9193-1c5e6a8d16cb,skill,http://data.europa.eu/esco/skill/234aeb8d-56c3-4531-9193-1c5e6a8d16cb,use presentation software,fuzzy_review:Adobe Ovation,58.33,0.0,46.66,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.3.h,skill,2.B.3.h,Operation and Control,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/b34e2ba1-9080-48c9-9b42-ee9192a4d3f1,skill,http://data.europa.eu/esco/skill/b34e2ba1-9080-48c9-9b42-ee9192a4d3f1,use CAD software,fuzzy_review:operate CAD software,63.41,0.0,50.73,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.3.h,skill,2.B.3.h,Operation and Control,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/658a38bd-6954-4a2a-945c-42330c5d13b9,skill,http://data.europa.eu/esco/skill/658a38bd-6954-4a2a-945c-42330c5d13b9,manage corporate bank accounts,fuzzy_review:manage corporation bank accounts,60.38,0.0,48.3,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.3.h,skill,2.B.3.h,Operation and Control,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/5d34adde-0b78-42b4-9d3d-69e9388d8398,skill,http://data.europa.eu/esco/skill/5d34adde-0b78-42b4-9d3d-69e9388d8398,oversee quality control,fuzzy_review:oversee quality control,59.09,0.0,47.27,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.3.a,skill,2.B.3.a,Operations Analysis,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/9646b1e4-7440-4f78-b025-8f3df225ea1d,skill,http://data.europa.eu/esco/skill/9646b1e4-7440-4f78-b025-8f3df225ea1d,perform occupation analyses,fuzzy_review:do occupation analyses,73.17,0.0,58.54,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.3.a,skill,2.B.3.a,Operations Analysis,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/1dd23dba-dd00-45ab-abf4-642902538317,skill,http://data.europa.eu/esco/skill/1dd23dba-dd00-45ab-abf4-642902538317,perform risk analysis,fuzzy_review:complete risk analysis,73.17,0.0,58.54,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.3.a,skill,2.B.3.a,Operations Analysis,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/27ed854c-15b8-4ba2-90e9-ae888a219703,skill,http://data.europa.eu/esco/skill/27ed854c-15b8-4ba2-90e9-ae888a219703,perform business analysis,fuzzy_review:complete business analysis,71.11,4.55,57.8,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.3.g,skill,2.B.3.g,Operations Monitoring,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/6c65bbce-15ce-447e-9666-0fe928f5588c,skill,http://data.europa.eu/esco/skill/6c65bbce-15ce-447e-9666-0fe928f5588c,test mechatronic units,fuzzy_review:mechatronic units monitoring,69.39,0.0,55.51,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.3.g,skill,2.B.3.g,Operations Monitoring,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/6fce8d3f-a15f-4f26-943a-d200b32f6949,skill,http://data.europa.eu/esco/skill/6fce8d3f-a15f-4f26-943a-d200b32f6949,monitor company policy,fuzzy_review:company policy monitoring,65.22,0.0,52.18,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.3.g,skill,2.B.3.g,Operations Monitoring,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/f774cc69-f0cf-4767-bf13-9b16dc7f7c07,skill,http://data.europa.eu/esco/skill/f774cc69-f0cf-4767-bf13-9b16dc7f7c07,operate ship propulsion system,fuzzy_review:ship propulsion system monitoring,62.96,2.17,50.8,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.1.c,skill,2.B.1.c,Persuasion,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/234aeb8d-56c3-4531-9193-1c5e6a8d16cb,skill,http://data.europa.eu/esco/skill/234aeb8d-56c3-4531-9193-1c5e6a8d16cb,use presentation software,fuzzy_review:Adobe Persuation,69.23,0.0,55.38,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.1.c,skill,2.B.1.c,Persuasion,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/5aa57bdc-5765-435e-8fc9-99b3febdb213,skill,http://data.europa.eu/esco/skill/5aa57bdc-5765-435e-8fc9-99b3febdb213,hire human resources,fuzzy_review:hire a person,52.17,5.56,42.85,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.1.c,skill,2.B.1.c,Persuasion,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/feceacee-d425-4e73-821a-02dfb85084db,skill,http://data.europa.eu/esco/skill/feceacee-d425-4e73-821a-02dfb85084db,control production,fuzzy_review:supervise production,53.33,0.0,42.66,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.3.e,skill,2.B.3.e,Programming,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/cf200547-25b5-47c8-9eda-bca4aedc13fb,skill,http://data.europa.eu/esco/skill/cf200547-25b5-47c8-9eda-bca4aedc13fb,program firmware,fuzzy_review:programming firmware,70.97,0.0,56.78,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.3.e,skill,2.B.3.e,Programming,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/2c4e11ef-da18-4e19-816b-e6bc19e12424,skill,http://data.europa.eu/esco/skill/2c4e11ef-da18-4e19-816b-e6bc19e12424,use logic programming,fuzzy_review:use logic programming,68.75,2.86,55.57,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.3.e,skill,2.B.3.e,Programming,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/c73ea1b8-e121-4f91-b8f0-dee4ee28d6ec,skill,http://data.europa.eu/esco/skill/c73ea1b8-e121-4f91-b8f0-dee4ee28d6ec,plan schedule,fuzzy_review:programme rig work,68.97,0.0,55.18,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.3.m,skill,2.B.3.m,Quality Control Analysis,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/41a3240f-58ba-44e2-a688-edeb21ea5c16,skill,http://data.europa.eu/esco/skill/41a3240f-58ba-44e2-a688-edeb21ea5c16,conduct quality control analysis,fuzzy_review:conduct quality control analysis,85.71,54.55,79.48,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.3.m,skill,2.B.3.m,Quality Control Analysis,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/5d34adde-0b78-42b4-9d3d-69e9388d8398,skill,http://data.europa.eu/esco/skill/5d34adde-0b78-42b4-9d3d-69e9388d8398,oversee quality control,fuzzy_review:oversee quality controls,66.67,8.33,55.0,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.3.m,skill,2.B.3.m,Quality Control Analysis,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/5d26851b-270a-4fbe-abeb-2bfd6eba3e2d,skill,http://data.europa.eu/esco/skill/5d26851b-270a-4fbe-abeb-2bfd6eba3e2d,analyse logistic changes,fuzzy_review:logistic changes analysis,61.22,0.0,48.98,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_essential_skills|2.A.1.a,skill,2.A.1.a,Reading Comprehension,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/76415d7f-0fde-4364-b45f-5c044580d2aa,skill,http://data.europa.eu/esco/skill/76415d7f-0fde-4364-b45f-5c044580d2aa,create CAD drawings,fuzzy_review:CAD drawing creation,58.54,0.0,46.83,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_essential_skills|2.A.1.a,skill,2.A.1.a,Reading Comprehension,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/c55caed2-de9e-4a25-819e-a0b0e83fba1b,skill,http://data.europa.eu/esco/skill/c55caed2-de9e-4a25-819e-a0b0e83fba1b,give live presentation,fuzzy_review:arrange live presentation,56.52,5.26,46.27,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_essential_skills|2.A.1.a,skill,2.A.1.a,Reading Comprehension,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/1ba59ce0-7fec-434b-8d5c-9b275250a26c,skill,http://data.europa.eu/esco/skill/1ba59ce0-7fec-434b-8d5c-9b275250a26c,prepare presentation material,fuzzy_review:preparing presentation material,57.69,0.0,46.15,pending,Fuzzy candidate only. Do not merge without manual review.
