source_key,dataset_source,dataset_version,concept_type,source_domain,external_skill_id,preferred_name,category,description,reason
O*NET Database|onet_software_skills|2.E.13.b|IBM z/OS operating systems,O*NET Database,31.0,technology,onet_software_skills,2.E.13.b|IBM z/OS operating systems,IBM z/OS operating systems,Network operation system software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.1.c|ICIMS,O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|ICIMS,ICIMS,Human resources software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.b|ICON programming language,O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|ICON programming language,ICON programming language,Development environment software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.2.c|IDMS Account Ability,O*NET Database,31.0,technology,onet_software_skills,2.E.2.c|IDMS Account Ability,IDMS Account Ability,Tax preparation software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.i|IDX Systems IDXtend,O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|IDX Systems IDXtend,IDX Systems IDXtend,Medical software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.5.b|IDX Systems Patient Chart Tracking,O*NET Database,31.0,technology,onet_software_skills,2.E.5.b|IDX Systems Patient Chart Tracking,IDX Systems Patient Chart Tracking,Document management software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.6.f|IEA Software Emerald,O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|IEA Software Emerald,IEA Software Emerald,Data base user interface and query software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.d|ILOG CPLEX,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|ILOG CPLEX,ILOG CPLEX,Analytical or scientific software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.14.c|Imperva SecureSphere,O*NET Database,31.0,technology,onet_software_skills,2.E.14.c|Imperva SecureSphere,Imperva SecureSphere,Network security and virtual private network VPN equipment software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.2.c|Income tax return preparation software,O*NET Database,31.0,technology,onet_software_skills,2.E.2.c|Income tax return preparation software,Income tax return preparation software,Tax preparation software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.6.d|Index tuning software,O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|Index tuning software,Index tuning software,Data base management system software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.4.b|Indigo Renderer,O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Indigo Renderer,Indigo Renderer,Graphics or photo imaging software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.1.c|Industrial Code Recruitpoint.net,O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Industrial Code Recruitpoint.net,Industrial Code Recruitpoint.net,Human resources software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.d|Infobright Community Edition ICE,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Infobright Community Edition ICE,Infobright Community Edition ICE,Analytical or scientific software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.6.d|Informatica Big Data,O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|Informatica Big Data,Informatica Big Data,Data base management system software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.6.g|Informatica Data Explorer,O*NET Database,31.0,technology,onet_software_skills,2.E.6.g|Informatica Data Explorer,Informatica Data Explorer,Data mining software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.6.i|Informatica PowerCenter,O*NET Database,31.0,technology,onet_software_skills,2.E.6.i|Informatica PowerCenter,Informatica PowerCenter,Metadata management software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.6.i|Informatica software,O*NET Database,31.0,technology,onet_software_skills,2.E.6.i|Informatica software,Informatica software,Metadata management software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.6.e|Information Builders WebFOCUS,O*NET Database,31.0,technology,onet_software_skills,2.E.6.e|Information Builders WebFOCUS,Information Builders WebFOCUS,Data base reporting software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.1.i|Information Resource Products Clinical Coding Expert,O*NET Database,31.0,technology,onet_software_skills,2.E.1.i|Information Resource Products Clinical Coding Expert,Information Resource Products Clinical Coding Expert,Expert system software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.2.d|InformationActive ActiveData for Excel,O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|InformationActive ActiveData for Excel,InformationActive ActiveData for Excel,Financial analysis software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.4.b|Inivis AC3D,O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Inivis AC3D,Inivis AC3D,Graphics or photo imaging software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.c|InnovMetric PolyWorks,O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|InnovMetric PolyWorks,InnovMetric PolyWorks,Computer aided design CAD software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.8.b|InScribe,O*NET Database,31.0,technology,onet_software_skills,2.E.8.b|InScribe,InScribe,Computer based training software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.6.c|Insightful Corporation Confirmit,O*NET Database,31.0,technology,onet_software_skills,2.E.6.c|Insightful Corporation Confirmit,Insightful Corporation Confirmit,Customer relationship management CRM software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.d|Insightful S-PLUS,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Insightful S-PLUS,Insightful S-PLUS,Analytical or scientific software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.4.g|Instagram,O*NET Database,31.0,technology,onet_software_skills,2.E.4.g|Instagram,Instagram,Web page creation and editing software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.a|InstallShield,O*NET Database,31.0,technology,onet_software_skills,2.E.7.a|InstallShield,InstallShield,Configuration management software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.b|Integrated development environment IDE software,O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Integrated development environment IDE software,Integrated development environment IDE software,Development environment software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.f|Integration testing software,O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Integration testing software,Integration testing software,Program testing software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.11.a|Integrity verification software,O*NET Database,31.0,technology,onet_software_skills,2.E.11.a|Integrity verification software,Integrity verification software,Network monitoring software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.15.e|Intel Data Migration Software,O*NET Database,31.0,technology,onet_software_skills,2.E.15.e|Intel Data Migration Software,Intel Data Migration Software,Storage media loading software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.1.c|Intelius,O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Intelius,Intelius,Human resources software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.1.c|Intelligent Algorithms InfoGIST Platinum Recruiter,O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Intelligent Algorithms InfoGIST Platinum Recruiter,Intelligent Algorithms InfoGIST Platinum Recruiter,Human resources software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.6.f|Intellimed,O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|Intellimed,Intellimed,Data base user interface and query software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.2.c|Intellitax financial solutions software,O*NET Database,31.0,technology,onet_software_skills,2.E.2.c|Intellitax financial solutions software,Intellitax financial solutions software,Tax preparation software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.1.d|IntelliTrack 3PL,O*NET Database,31.0,technology,onet_software_skills,2.E.1.d|IntelliTrack 3PL,IntelliTrack 3PL,Materials requirements planning logistics and supply chain software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.6.i|Interface Computers Data Loader,O*NET Database,31.0,technology,onet_software_skills,2.E.6.i|Interface Computers Data Loader,Interface Computers Data Loader,Metadata management software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.b|Interface definition language IDL,O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Interface definition language IDL,Interface definition language IDL,Development environment software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.16.e|Intergraph MGE,O*NET Database,31.0,technology,onet_software_skills,2.E.16.e|Intergraph MGE,Intergraph MGE,Map creation software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.c|Intergraph Plant Design System PDS,O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Intergraph Plant Design System PDS,Intergraph Plant Design System PDS,Computer aided design CAD software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.6.d|InterMine,O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|InterMine,InterMine,Data base management system software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.2.d|Internal audit software,O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|Internal audit software,Internal audit software,Financial analysis software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.c|International TechneGroup IGESworks,O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|International TechneGroup IGESworks,International TechneGroup IGESworks,Computer aided design CAD software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.1.c|Internet Grievance System IGS,O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Internet Grievance System IGS,Internet Grievance System IGS,Human resources software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.f|Interoperability testing software,O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Interoperability testing software,Interoperability testing software,Program testing software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.b|Interstate connection ICON,O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Interstate connection ICON,Interstate connection ICON,Development environment software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.e|Intrax ProcedureNet,O*NET Database,31.0,technology,onet_software_skills,2.E.9.e|Intrax ProcedureNet,Intrax ProcedureNet,Compliance software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.14.b|Intrusion detection system IDS,O*NET Database,31.0,technology,onet_software_skills,2.E.14.b|Intrusion detection system IDS,Intrusion detection system IDS,Network security or virtual private network VPN management software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.14.b|Intrusion prevention system IPS,O*NET Database,31.0,technology,onet_software_skills,2.E.14.b|Intrusion prevention system IPS,Intrusion prevention system IPS,Network security or virtual private network VPN management software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.2.c|Intuit Lacerte,O*NET Database,31.0,technology,onet_software_skills,2.E.2.c|Intuit Lacerte,Intuit Lacerte,Tax preparation software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.2.c|Intuit ProSeries,O*NET Database,31.0,technology,onet_software_skills,2.E.2.c|Intuit ProSeries,Intuit ProSeries,Tax preparation software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.2.a|Intuit QuickBooks,O*NET Database,31.0,technology,onet_software_skills,2.E.2.a|Intuit QuickBooks,Intuit QuickBooks,Accounting software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.2.c|Intuit TurboTax,O*NET Database,31.0,technology,onet_software_skills,2.E.2.c|Intuit TurboTax,Intuit TurboTax,Tax preparation software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.1.f|Inventory control software,O*NET Database,31.0,technology,onet_software_skills,2.E.1.f|Inventory control software,Inventory control software,Inventory management software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.1.f|Inventory management systems,O*NET Database,31.0,technology,onet_software_skills,2.E.1.f|Inventory management systems,Inventory management systems,Inventory management software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.1.p|InVision software,O*NET Database,31.0,technology,onet_software_skills,2.E.1.p|InVision software,InVision software,Process mapping and design software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.2.f|Invoice software,O*NET Database,31.0,technology,onet_software_skills,2.E.2.f|Invoice software,Invoice software,Billing and invoicing software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.b|IONA Orbix,O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|IONA Orbix,IONA Orbix,Development environment software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.14.c|IpFilter,O*NET Database,31.0,technology,onet_software_skills,2.E.14.c|IpFilter,IpFilter,Network security and virtual private network VPN equipment software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.14.c|IpTables,O*NET Database,31.0,technology,onet_software_skills,2.E.14.c|IpTables,IpTables,Network security and virtual private network VPN equipment software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.5.b|Iron Mountain Accutrac records management software,O*NET Database,31.0,technology,onet_software_skills,2.E.5.b|Iron Mountain Accutrac records management software,Iron Mountain Accutrac records management software,Document management software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.d|Isograph Markov,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Isograph Markov,Isograph Markov,Analytical or scientific software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.14.b|ISS RealSecure,O*NET Database,31.0,technology,onet_software_skills,2.E.14.b|ISS RealSecure,ISS RealSecure,Network security or virtual private network VPN management software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.b|J,O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|J,J,Development environment software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.4.b|JamBoard,O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|JamBoard,JamBoard,Graphics or photo imaging software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.h|JavaScript,O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|JavaScript,JavaScript,Web platform development software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.h|JavaScript framework software,O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|JavaScript framework software,JavaScript framework software,Web platform development software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.h|JavaScript Object Notation JSON,O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|JavaScript Object Notation JSON,JavaScript Object Notation JSON,Web platform development software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.h|Jekyll,O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Jekyll,Jekyll,Web platform development software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.c|Jenkins CI,O*NET Database,31.0,technology,onet_software_skills,2.E.7.c|Jenkins CI,Jenkins CI,Enterprise application integration software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.h|JetBrains PhpStorm,O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|JetBrains PhpStorm,JetBrains PhpStorm,Web platform development software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.b|JFrog Artifactory,O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|JFrog Artifactory,JFrog Artifactory,Development environment software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.e|JHDL,O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|JHDL,JHDL,Object or component oriented development software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.11.e|Jitterbit,O*NET Database,31.0,technology,onet_software_skills,2.E.11.e|Jitterbit,Jitterbit,Cloud-based management software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.13.c|Job control language JCL,O*NET Database,31.0,technology,onet_software_skills,2.E.13.c|Job control language JCL,Job control language JCL,Operating system software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.1.c|Job posting software,O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Job posting software,Job posting software,Human resources software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.e|jQuery,O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|jQuery,jQuery,Object or component oriented development software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.b|Julia,O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Julia,Julia,Development environment software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.14.c|Juniper Networks NetScreen-Security Manager,O*NET Database,31.0,technology,onet_software_skills,2.E.14.c|Juniper Networks NetScreen-Security Manager,Juniper Networks NetScreen-Security Manager,Network security and virtual private network VPN equipment software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.f|JUnit,O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|JUnit,JUnit,Program testing software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.e|Jupyter Notebook,O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Jupyter Notebook,Jupyter Notebook,Object or component oriented development software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.e|Jupyter software,O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Jupyter software,Jupyter software,Object or component oriented development software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.f|Kali Linux,O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Kali Linux,Kali Linux,Program testing software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.6.d|Kalido Information Engine,O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|Kalido Information Engine,Kalido Information Engine,Data base management system software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.6.f|Kanoodle,O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|Kanoodle,Kanoodle,Data base user interface and query software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.4.c|Kapwing,O*NET Database,31.0,technology,onet_software_skills,2.E.4.c|Kapwing,Kapwing,Video creation and editing software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.13.c|Keras,O*NET Database,31.0,technology,onet_software_skills,2.E.13.c|Keras,Keras,Operating system software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.c|Keysight Technologies Advanced Design System,O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Keysight Technologies Advanced Design System,Keysight Technologies Advanced Design System,Computer aided design CAD software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.11.a|Keystroke monitoring software,O*NET Database,31.0,technology,onet_software_skills,2.E.11.a|Keystroke monitoring software,Keystroke monitoring software,Network monitoring software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.2.d|Kirix ProffiPoint,O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|Kirix ProffiPoint,Kirix ProffiPoint,Financial analysis software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.13.c|KornShell,O*NET Database,31.0,technology,onet_software_skills,2.E.13.c|KornShell,KornShell,Operating system software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.b|Kotlin,O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Kotlin,Kotlin,Development environment software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.2.c|KPB Associates TaxStream,O*NET Database,31.0,technology,onet_software_skills,2.E.2.c|KPB Associates TaxStream,KPB Associates TaxStream,Tax preparation software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.1.c|Kronos Workforce HR,O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Kronos Workforce HR,Kronos Workforce HR,Human resources software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.2.e|Kronos Workforce Payroll,O*NET Database,31.0,technology,onet_software_skills,2.E.2.e|Kronos Workforce Payroll,Kronos Workforce Payroll,Time accounting software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.2.e|Kronos Workforce Timekeeper,O*NET Database,31.0,technology,onet_software_skills,2.E.2.e|Kronos Workforce Timekeeper,Kronos Workforce Timekeeper,Time accounting software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.d|Kubeflow,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Kubeflow,Kubeflow,Analytical or scientific software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.10.a|Kubernetes,O*NET Database,31.0,technology,onet_software_skills,2.E.10.a|Kubernetes,Kubernetes,Application server software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.1.c|LaborSoft LaborForce Arbitration/Appeals Manager module,O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|LaborSoft LaborForce Arbitration/Appeals Manager module,LaborSoft LaborForce Arbitration/Appeals Manager module,Human resources software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.1.c|LaborSoft LaborForce Discipline Manager module,O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|LaborSoft LaborForce Discipline Manager module,LaborSoft LaborForce Discipline Manager module,Human resources software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.1.c|LaborSoft LaborForce EEO Claims Manager module,O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|LaborSoft LaborForce EEO Claims Manager module,LaborSoft LaborForce EEO Claims Manager module,Human resources software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.1.c|LaborSoft LaborForce Grievance Manager module,O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|LaborSoft LaborForce Grievance Manager module,LaborSoft LaborForce Grievance Manager module,Human resources software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.1.c|LaborSoft LaborForce Incident Tracking module,O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|LaborSoft LaborForce Incident Tracking module,LaborSoft LaborForce Incident Tracking module,Human resources software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.1.c|LaborSoft LaborForce Personnel Manager module,O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|LaborSoft LaborForce Personnel Manager module,LaborSoft LaborForce Personnel Manager module,Human resources software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.1.c|LaborSoft LaborForce Reporting/Dashboard Manager module,O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|LaborSoft LaborForce Reporting/Dashboard Manager module,LaborSoft LaborForce Reporting/Dashboard Manager module,Human resources software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.b|Ladder Logic,O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Ladder Logic,Ladder Logic,Development environment software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.c|Lambda Research OSLO,O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Lambda Research OSLO,Lambda Research OSLO,Computer aided design CAD software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.h|LAMP Stack,O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|LAMP Stack,LAMP Stack,Web platform development software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.8.b|Language arts educational software,O*NET Database,31.0,technology,onet_software_skills,2.E.8.b|Language arts educational software,Language arts educational software,Computer based training software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.5.b|Laserfiche software,O*NET Database,31.0,technology,onet_software_skills,2.E.5.b|Laserfiche software,Laserfiche software,Document management software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.2.b|Lawson ERP,O*NET Database,31.0,technology,onet_software_skills,2.E.2.b|Lawson ERP,Lawson ERP,Enterprise resource planning ERP software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.1.c|Lawson Human Resource Management,O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Lawson Human Resource Management,Lawson Human Resource Management,Human resources software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.2.a|Lead Activity Analyzer,O*NET Database,31.0,technology,onet_software_skills,2.E.2.a|Lead Activity Analyzer,Lead Activity Analyzer,Accounting software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.2.a|Lead Business Analyzer,O*NET Database,31.0,technology,onet_software_skills,2.E.2.a|Lead Business Analyzer,Lead Business Analyzer,Accounting software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.i|LeonardoMD Renaissance,O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|LeonardoMD Renaissance,LeonardoMD Renaissance,Medical software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.6.h|LexisNexis,O*NET Database,31.0,technology,onet_software_skills,2.E.6.h|LexisNexis,LexisNexis,Information retrieval or search software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.i|Lexrotech LxPediatric,O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|Lexrotech LxPediatric,Lexrotech LxPediatric,Medical software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.1.k|LibreOffice,O*NET Database,31.0,technology,onet_software_skills,2.E.1.k|LibreOffice,LibreOffice,Office suite software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.d|Life cycle cost software,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Life cycle cost software,Life cycle cost software,Analytical or scientific software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.14.d|Link encryption software,O*NET Database,31.0,technology,onet_software_skills,2.E.14.d|Link encryption software,Link encryption software,Transaction security and virus protection software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.13.c|Linux,O*NET Database,31.0,technology,onet_software_skills,2.E.13.c|Linux,Linux,Operating system software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.b|List processing language LISP,O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|List processing language LISP,List processing language LISP,Development environment software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.f|Load testing software,O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Load testing software,Load testing software,Program testing software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.12.e|Local area network LAN software,O*NET Database,31.0,technology,onet_software_skills,2.E.12.e|Local area network LAN software,Local area network LAN software,LAN software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.f|Logic programming software,O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Logic programming software,Logic programming software,Program testing software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.d|Logic synthesis software,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Logic synthesis software,Logic synthesis software,Analytical or scientific software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.1.d|Logisuite Enterprise,O*NET Database,31.0,technology,onet_software_skills,2.E.1.d|Logisuite Enterprise,Logisuite Enterprise,Materials requirements planning logistics and supply chain software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.1.d|Logisuite Forwarder,O*NET Database,31.0,technology,onet_software_skills,2.E.1.d|Logisuite Forwarder,Logisuite Forwarder,Materials requirements planning logistics and supply chain software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.4.k|LogiXML Ad-HOC,O*NET Database,31.0,technology,onet_software_skills,2.E.4.k|LogiXML Ad-HOC,LogiXML Ad-HOC,Desktop publishing software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.16.b|LogMeIn GoToMeeting,O*NET Database,31.0,technology,onet_software_skills,2.E.16.b|LogMeIn GoToMeeting,LogMeIn GoToMeeting,Video conferencing software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.16.c|LogMeIn GoToWebinar,O*NET Database,31.0,technology,onet_software_skills,2.E.16.c|LogMeIn GoToWebinar,LogMeIn GoToWebinar,Network conferencing software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.4.c|Loom,O*NET Database,31.0,technology,onet_software_skills,2.E.4.c|Loom,Loom,Video creation and editing software,,No approved automatic normalization match.
