source_key,dataset_source,dataset_version,concept_type,source_domain,external_skill_id,preferred_name,category,description,reason
ESCO|esco_skills|http://data.europa.eu/esco/skill/2b9f4584-da2e-44e2-a2fb-4dd4fc64c1a2,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/2b9f4584-da2e-44e2-a2fb-4dd4fc64c1a2,integrated circuits,cross-sector,"Electronic components, made up from a set of electronic circuits which are placed on semiconductor material, such as silicon. Integrated circuits (IC) can hold billions of electronic components on a microscale and are one of basic components of electronic devices.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/f03a3387-c4a7-41e3-a5d4-dd4577147940,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/f03a3387-c4a7-41e3-a5d4-dd4577147940,integrated design,sector-specific,"Approach to design which includes several related disciplines, with the aim to design and build according to the Near Zero Energy Building principles. The interplay between all aspects of building design, building use and outdoor climate.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/925463a7-d51f-4d5b-9f79-4d28cf30acde,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/925463a7-d51f-4d5b-9f79-4d28cf30acde,integrated development environment software,sector-specific,"The suite of software development tools for writing programs, such as compiler, debugger, code editor, code highlights, packaged in a unified user interface, such as Visual Studio or Eclipse.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/2ad081e6-0a3f-4612-ac15-7ace75d39e26,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/2ad081e6-0a3f-4612-ac15-7ace75d39e26,intellectual property law,cross-sector,The regulations that govern the set of rights protecting products of the intellect from unlawful infringement.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/e862fb43-5acd-4d37-a4a2-63684c164932,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/e862fb43-5acd-4d37-a4a2-63684c164932,intensive care medicine,sector-specific,Medical specialty dealing with the diagnosis and treatment of life-threatening conditions.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/123cf7c5-6a3b-419d-be4f-49a6cc020f9f,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/123cf7c5-6a3b-419d-be4f-49a6cc020f9f,interactive media,cross-sector,"The method of communication that takes place through digital medias and is based on customers interactions with them. The interactions take place with computerised elements (e.g., moving graphics, digital text and sound).",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/0daaf096-1639-461c-bf1a-bbeea77e6b67,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/0daaf096-1639-461c-bf1a-bbeea77e6b67,internal risk management policy,sector-specific,"The internal risk management policies that identify, assess and prioritise risks in an IT environment. The methods used to minimise, monitor and control the possibility and the impact of disastrous events that affect the reaching of business goals.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/77931759-69af-4637-8b26-c8376f9240e2,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/77931759-69af-4637-8b26-c8376f9240e2,international business,cross-sector,The processes related to production or distribution of goods and services across borders.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/4a855abe-ac5b-4e95-ac10-3c1adceeee28,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/4a855abe-ac5b-4e95-ac10-3c1adceeee28,international financial reporting standards,cross-sector,The set of accounting standards and rules aimed at companies listed in the stock exchange which are required to publish and disclose their financial statements.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/0cf27a00-947f-473d-af1a-24028c17ba27,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/0cf27a00-947f-473d-af1a-24028c17ba27,international regulations for cargo handling,cross-sector,"The body of conventions, guidelines and rules which dictate the activity of loading and unloading cargo in international ports.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/11cbcf7f-8dc3-4c9a-9ec1-37f51b5cbc19,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/11cbcf7f-8dc3-4c9a-9ec1-37f51b5cbc19,international trade,cross-sector,"The economic practise and study field that address the exchange of goods and services across geographic borders. The general theories and schools of thought around the implications of international trade in terms of exports, imports, competitivity, GDP, and role of multinational companies.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/5063a99f-975b-4a7c-85e3-69ecb375b4d3,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/5063a99f-975b-4a7c-85e3-69ecb375b4d3,internet governance,sector-specific,"The principles, regulations, norms and programs that shape the evolution and use of internet, such as internet domain names management, registries and registrars, according to ICANN/IANA regulations and recommendations, IP addresses and names, name servers, DNS, TLDs and aspects of IDNs and DNSSEC.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/f049d050-12da-4e40-813a-2b5eb6df6b51,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/f049d050-12da-4e40-813a-2b5eb6df6b51,Internet of Things,sector-specific,"The general principles, categories, requirements, limitations and vulnerabilities of smart connected devices (most of them with intended internet connectivity).",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/324f0243-1a21-4f5c-9f71-52eebc2596ed,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/324f0243-1a21-4f5c-9f71-52eebc2596ed,interview techniques,cross-sector,The techniques for getting information out of people by asking the right questions in the right way and to make them feel comfortable.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/bf12b461-1c53-4d81-a395-8ba77f7483c4,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/bf12b461-1c53-4d81-a395-8ba77f7483c4,investment analysis,sector-specific,The methods and tools for analysis of an investment compared to its potential return. Identification and calculation of profitability ratio and financial indicators in relation to associated risks to guide decision on investment.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/33d49d4f-31ec-473f-9b8a-b555aa5116bb,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/33d49d4f-31ec-473f-9b8a-b555aa5116bb,iterative development,sector-specific,The iterative development model is a methodology to design software systems and applications.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/19a8293b-8e95-4de3-983f-77484079c389,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/19a8293b-8e95-4de3-983f-77484079c389,Java (computer programming),sector-specific,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Java.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/3cd569a2-4f88-4c1e-9995-8dce8c5e51a7,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/3cd569a2-4f88-4c1e-9995-8dce8c5e51a7,JavaScript,sector-specific,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in JavaScript.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/9b9de2a4-d8af-4a7b-933a-a8334ae60067,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/9b9de2a4-d8af-4a7b-933a-a8334ae60067,JavaScript Framework,sector-specific,"The JavaScript software development environments which provide specific features and components ( such as HTML generation tools, Canvas support or Visual design) that support and guide JavaScript web applications development.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/f47a1998-0beb-43be-9f46-380aa4d183da,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/f47a1998-0beb-43be-9f46-380aa4d183da,Jenkins (tools for software configuration management),sector-specific,"The tool Jenkins is a software program to perform configuration identification, control, status accounting and audit of software during its development and maintenance.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/38a5c459-c591-4f76-a358-37de342bb11d,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/38a5c459-c591-4f76-a358-37de342bb11d,job market offers,cross-sector,"Job opportunities available on the labour market, depending on the economic field concerned.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/d2adb565-a865-424d-aeb5-9fbcbf2afe2a,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/d2adb565-a865-424d-aeb5-9fbcbf2afe2a,Joomla,sector-specific,"The open-source web-based software system written in PHP, used for creating, editing, publishing and archiving blogs, articles, corporate or small business websites, social networking websites or press releases.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/8785ccda-6f9f-4cf3-9033-fda10653d0be,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/8785ccda-6f9f-4cf3-9033-fda10653d0be,JSSS,sector-specific,"The computer language JSSS is a style sheet language that conveys the presentation of structured documents. These documents have to adhere to style sheets, a set of stylistic rules such as font, color and layout.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/013441c1-1f13-47e9-80c4-9a53e8e1bc05,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/013441c1-1f13-47e9-80c4-9a53e8e1bc05,KDevelop,sector-specific,"The computer program KDevelop is a suite of software development tools for writing programs, such as compiler, debugger, code editor, code highlights, packaged in a unified user interface. It is developed by the software community KDE.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/06f33d6a-f7a7-4a2b-baa5-8c3c53bd1a9c,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/06f33d6a-f7a7-4a2b-baa5-8c3c53bd1a9c,keywords in digital content,sector-specific,The digital tools to conduct keyword research. The information retrieval systems identify the content of a document guided by keywords and metadata.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/56a46b02-ab98-4603-8816-c9daff1a119a,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/56a46b02-ab98-4603-8816-c9daff1a119a,kinetics,cross-sector,The study of movement and its causes.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/08fe5910-8c4c-4679-a988-eb2ded3c4909,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/08fe5910-8c4c-4679-a988-eb2ded3c4909,labour legislation,cross-sector,"Legislation, on a national or international level, that governs labour conditions in various fields between labour parties such as the government, employees, employers, and trade unions.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/a57a54b6-2f2e-43e4-9621-b52f4a63cb08,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/a57a54b6-2f2e-43e4-9621-b52f4a63cb08,LDAP,sector-specific,The computer language LDAP is a query language for retrieval of information from a database and of documents containing the needed information.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/cf6ca1fc-f2be-4deb-bb35-1fffe4099023,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/cf6ca1fc-f2be-4deb-bb35-1fffe4099023,leadership in nursing,occupation-specific,"The management and leadership principles and methods applied in nursing care, such as recognising and rewarding success to motivate nursing staff.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/82fea746-853f-4f1b-8ab7-55de8619cccd,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/82fea746-853f-4f1b-8ab7-55de8619cccd,lean manufacturing,cross-sector,Lean manufacturing is a methodology that focuses on minimizing waste within manufacturing systems while simultaneously maximizing productivity.,No approved automatic normalization match.
